ROUND_SHOT_ID,ROUND_HOLE_ID,HOLE_NO,PLAYED_DT_TIME,COURSE_NAME,SHORT_DESCR,FAIRWAY_FLAG,FAIRWAY_RIGHT_FLAG,FAIRWAY_LEFT_FLAG,START_TO_CG_DIST,END_TO_CG_DIST,START_TERRAIN,END_TERRAIN,SHOT_DIST,IGNORE_FLAG,RCVR_REQUIRED_FLAG,FP_OR_MISSED_FLAG,LEFT_FLAG,RIGHT_FLAG,CENTER_LINE_DIST
14734893,5084436,6,6/4/2016 10:22:02  PM ,Tamarack CC,Dr,F,F,T,340.2070007,141.4140015,tee,rough,211.9360046,F,,F,T,F,29.52939987
13550496,3738769,7,8/25/2014 7:32:03  PM ,Hudson Hills GC,Dr,F,T,F,507.0979919,317.0390015,tee,rough,200.9850006,F,T,F,F,T,33.7317009
23953776,2175660,11,11/11/2014 4:57:01  PM ,Yale University GC,Dr,F,F,T,283.1640015,94.19270325,tee,rough,200.4380035,F,,F,T,F,14.58810043
31823473,6799693,1,4/14/2017 5:13:45  PM ,Tamarack CC - Temp Greens,Dr,T,F,F,397.5570068,139.9649963,tee,fairway,257.6210022,F,,F,F,T,9.087109566
36920038,7935863,18,6/7/2017 11:07:13  PM ,Westchester CC - West,Dr,F,F,T,471.0820007,262.70401,tee,rough,208.378006,F,,F,T,F,26.71310043
9372957,3560488,8,7/29/2015 7:06:03  PM ,Great River GC,Dr,T,F,F,495.1499939,263.6419983,tee,fairway,233.0429993,F,,F,T,F,33.06259918
19702708,4129740,8,7/31/2016 12:11:00  PM ,Tamarack CC,Dr,T,F,F,361.7200012,156.1809998,tee,fairway,220.220993,F,,F,F,T,4.890250206
24636533,3242911,3,9/28/2014 7:12:01  PM ,Maple Moor GC,Dr,F,T,F,511.8469849,262.5759888,tee,rough,253.5500031,F,,F,F,T,23.21010017
5070679,2478187,1,6/20/2016 9:05:02  PM ,Bethpage State Park GC - Black,Dr,F,F,T,363.5660095,157.3630066,tee,rough,253.3220062,F,,F,T,F,14.67070007
47867563,10377424,14,9/13/2017 9:14:24  PM ,New Seabury CC - Dunes,3w,T,F,F,342.9989929,100.4680023,tee,fairway,243.0599976,F,,F,F,T,5.186240196
59350029,12944153,10,4/7/2018 3:40:42  PM ,CC of New Canaan,3w,F,T,F,204.3320007,111.0199966,rough,rough,95.10820007,F,,F,F,T,24.25419998
3199888,4300200,9,11/16/2015 7:36:00  PM ,Delray Beach GC,Dr,T,F,F,397.7279968,247.0149994,tee,fairway,221.8280029,F,,F,T,F,0.133517995
24726356,5314630,9,8/5/2016 1:59:03  PM ,New Seabury CC - Ocean,Dr,F,T,F,323.1319885,70.95559692,tee,rough,252.2079926,F,,F,F,T,17.84880066
