ROUND_HOLE_ID,TERRAIN_DESCR,ROUND_SHOT_ID,FAIRWAY_FLAG,FAIRWAY_RIGHT_FLAG,FAIRWAY_LEFT_FLAG,RCVR_SHOT_FLAG,STROKE_GAINED,START_TO_CG_DIST,END_TO_CG_DIST,START_TERRAIN_ID,END_TERRAIN_ID,SHOT_DIST,FAIRWAY_BOUNDS_DIST,PENALTY_CNT,IGNORE_FLAG,RCVR_REQUIRED_FLAG,FP_OR_MISSED_FLAG,LEFT_FLAG,RIGHT_FLAG,CENTER_LINE_DIST,SRC_KEY,DML_INS_DT,DML_INS_BATCH,DML_UPD_DT,DML_UPD_BATCH,DML
6947282,rough,32548566,F,F,T,,-0.040448301,396.7080078,171.0440063,1,2,228.8280029,12.77600002,0,F,T,F,T,F,31.25799942,751109-14-1,4/23/2017 3:46:03  AM ,,4/24/2017 3:49:09  AM ,,U
9191269,rough,42560979,F,T,F,T,-0.767872989,184.6100006,149.1889954,2,2,35.90259933,6.771780014,0,F,,F,F,T,23.83009911,1014050-1-2,7/28/2017 6:17:20  AM ,,8/3/2017 8:46:33  AM ,,U
10326145,fairway,47629559,T,F,F,T,-0.609052002,195.6860046,154.4470062,2,5,41.66579819,1.934360027,0,F,,F,F,T,8.713629723,1140803-5-2,9/13/2017 10:16:29  AM ,,9/14/2017 6:37:51  AM ,,U
6348978,rough,29838307,F,F,T,T,-0.758256972,210.0160065,186.121994,2,2,25.39010048,2.646130085,0,F,,F,T,F,14.19400024,673754-1-2,3/11/2017 6:03:14  AM ,,3/12/2017 5:34:23  AM ,,U
9845750,sand,45506968,F,F,T,,-0.287696004,475.394989,235.5279999,1,4,242.9649963,8.022040367,0,F,,F,T,F,25.69179916,1086887-9-1,8/23/2017 5:27:57  AM ,,8/24/2017 5:35:19  AM ,,U
8849029,fairway,40999311,T,F,F,T,-0.082583703,283.019989,169.6600037,2,5,115.1009979,11.41329956,0,F,,F,F,T,5.472089767,975860-17-2,7/14/2017 5:45:09  AM ,,7/15/2017 5:35:11  AM ,,U
8145373,rough,37806967,F,T,F,,-0.057087898,494.1199951,258.0690002,1,2,236.0690002,10.63259983,0,F,,F,F,T,27.55509949,896858-5-1,6/17/2017 10:59:49  AM ,,6/18/2017 9:26:09  AM ,,U
8503792,rough,39510833,F,F,T,,-0.039961498,367.625,156.3159943,1,2,213.5720062,11.86810017,0,F,,F,T,F,29.09399986,940872-8-1,7/2/2017 5:33:03  AM ,,7/3/2017 5:34:53  AM ,,U
7618757,rough,35519583,F,F,T,,0.0154205,395.303009,162.6230011,1,2,232.8289948,6.437280178,0,F,,F,T,F,26.20540047,832562-12-1,5/27/2017 8:03:11  AM ,,5/29/2017 10:28:07  AM ,,U
11949600,fairway,54896418,T,F,F,,0.196777001,449.2820129,197.8589935,1,5,251.4230042,15.35610008,0,F,,F,T,F,7.940070152,1322447-3-1,1/23/2018 6:29:16  AM ,,1/24/2018 3:46:57  AM ,,U
7770231,rough,36167879,F,F,T,,-0.252137989,487.7900085,286.0339966,1,2,216.6990051,2.116719961,0,F,,F,T,F,14.80290031,850672-5-1,6/1/2017 5:19:50  AM ,,6/2/2017 5:46:38  AM ,,U
