ROUND_HOLE_ID,TERRAIN_DESCR,ROUND_SHOT_ID,FAIRWAY_FLAG,FAIRWAY_RIGHT_FLAG,FAIRWAY_LEFT_FLAG,RCVR_SHOT_FLAG,STROKE_GAINED,START_TO_CG_DIST,END_TO_CG_DIST,START_TERRAIN_ID,END_TERRAIN_ID,SHOT_DIST,FAIRWAY_BOUNDS_DIST,PENALTY_CNT,IGNORE_FLAG,RCVR_REQUIRED_FLAG,FP_OR_MISSED_FLAG,LEFT_FLAG,RIGHT_FLAG,CENTER_LINE_DIST,SRC_KEY,DML_INS_DT,DML_INS_BATCH,DML_UPD_DT,DML_UPD_BATCH,DML,Name,Date,Hole,,sqr x,sqr y
7394919,rough,34448193,F,T,F,T,-0.347662985,221.3840027,107.5599976,2,2,214.8789978,1.489410043,0,F,,F,F,T,17.63069916,798943-4-2,5/15/2017 6:14,,5/16/2017 5:21,,U,FINLAY ,"Apr. 21th, 2018",9,,310.8415529,39.15926714
9545269,rough,44188736,F,F,T,,0.055033199,364.0679932,132.8580017,1,2,233.3699951,21.34939957,0,F,T,F,T,F,14.2784996,1052492-8-1,8/11/2017 5:18,,8/20/2017 10:57,,U,JENSON ,"Apr. 24th, 2018",16,,203.8755508,612.4998288
7023626,rough,32875684,F,F,T,T,-0.745404005,167.9570007,111.5780029,2,2,208.4170074,14.02330017,0,F,,F,T,F,6.529759884,758960-14-2,4/27/2017 3:24,,4/28/2017 3:26,,U,ARTHUR ,June. 5th 2018,17,,42.63776414,0.041719622
11333148,fairway,52134277,T,F,F,,-0.110996,308.7260132,156.6609955,1,5,205.1380005,6.339630127,0,F,,F,F,T,39.96979904,1251463-7-1,11/16/2017 8:50,,11/17/2017 6:51,,U,LOUIS ,"Apr. 21th, 2018",18,,1597.584835,12.13310523
9778131,rough,45139555,F,F,T,,-0.228658006,545.6190186,343.5920105,1,2,59.59140015,10.23820019,0,F,T,F,T,F,4.05452013,1073926-9-1,8/20/2017 10:57,,8/21/2017 5:37,,U,RHYS ,"Apr. 2th, 2018",13,,16.43913348,22209.89949
9610733,rough,44446929,F,F,T,T,-0.921599984,160.6260071,142.9320068,2,2,220.4349976,12.53779984,0,F,,F,T,F,11.56260014,1058625-18-2,8/14/2017 5:20,,8/20/2017 10:57,,U,OWEN ,"Apr. 25th, 2018",14,,133.693722,139.5643673
9597944,rough,44360228,F,F,T,T,-0.513233006,205.9640045,123.6869965,2,2,233.3329926,0.466681004,0,F,,F,T,F,3.352479935,1059500-6-2,8/13/2017 5:25,,8/20/2017 10:57,,U,REUBEN ,"Apr. 11th, 2018",9,,11.23912171,610.6696679
6351609,rough,29812875,F,T,F,T,-0.657811999,162.7720032,67.16690063,2,2,235.128006,1.464079976,0,F,,F,F,T,47.37260056,673754-13-2,3/11/2017 6:03,,3/12/2017 5:34,,U,OLLIE ,"Apr. 24th, 2018",1,,2244.163284,702.607519
8186704,rough,37955996,F,F,T,,-1.056130052,404.4039917,367.0369873,1,2,227.7610016,85.31780243,0,F,T,F,T,F,0.457020015,899090-14-1,6/18/2017 9:26,,6/19/2017 10:10,,U,LOUIE ,"Apr. 25th, 2018",2,,0.208867294,366.3296619
7985717,rough,37214879,F,F,T,,-1.329079986,467.3150024,283.3099976,1,2,148.0650024,7.344540119,1,F,,F,T,F,16.7859993,880684-17-1,6/11/2017 7:13,,6/12/2017 5:24,,U,GABRIEL ,"Apr. 21th, 2018",9,,281.7697725,3667.060482
6351214,rough,29799923,F,F,T,,0.055851799,374.0589905,136.8099976,1,2,247.0039978,5.909999847,0,F,T,F,T,F,14.31340027,673754-18-1,3/11/2017 6:03,,3/12/2017 5:34,,U,BOBBY ,"Apr. 23th, 2018",16,,204.8734273,1473.234468
10433231,rough,48121287,F,F,T,,-0.532819986,440.3970032,276.9809875,1,2,208.0980072,24.58950043,0,F,T,F,T,F,22.41729927,1151719-17-1,9/18/2017 6:43,,9/19/2017 5:52,,U,CAMERON ,"Apr. 25th, 2018",17,,502.5353066,0.273794767
10373494,rough,47855152,F,T,F,T,-0.743403971,192.5789948,149.4680023,2,2,193.3800049,39.87559891,0,F,,F,F,T,1.116009951,1146081-10-2,9/16/2017 5:51,,9/17/2017 5:36,,U,DEXTER ,"Apr. 21th, 2018",18,,1.245478211,232.2958941
6846508,rough,31944885,F,F,T,T,-0.132254004,298.1940002,175.3959961,2,2,251.6569977,83.14630127,0,F,,F,T,F,7.414090157,736700-17-2,4/16/2017 3:38,,4/17/2017 3:42,,U,BLAKE ,"Apr. 24th, 2018",4,,54.96873286,1852.074615
9548824,sand,44150005,F,F,T,T,-0.876380026,184.6759949,63.1053009,2,4,211.4559937,8.813779831,0,F,,F,T,F,6.823140144,1052492-4-2,8/11/2017 5:18,,8/20/2017 10:57,,U,STANLEY ,"Apr. 25th, 2018",5,,46.55524142,8.035708247
7889289,rough,36743833,F,F,T,,-0.136059001,408.70401,195.4519958,1,2,208.0829926,28.54439926,0,F,T,F,T,F,27.9095993,863419-1-1,6/5/2017 5:24,,6/6/2017 5:25,,U,KIAN ,"Apr. 21th, 2018",6,,778.9457331,0.289733105
7193638,rough,33567415,F,F,T,,-0.277828008,407.7950134,210.9900055,1,2,117.4319992,9.527919769,0,F,T,F,T,F,13.36909962,775996-4-1,5/5/2017 7:23,,5/6/2017 22:24,,U,EVAN ,"Apr. 24th, 2018",7,,178.7328246,8315.481507
10958416,rough,50362510,F,F,T,,-0.321595013,511.2529907,334.1419983,1,2,205.8240051,22.00250053,0,F,T,F,T,F,34.13100052,1208992-5-1,10/16/2017 6:31,,10/17/2017 5:50,,U,JUDE ,"Apr. 25th, 2018",8,,1164.925196,7.824641787
7773463,rough,36185215,F,F,T,,0.101948,359.8590088,120.5070038,1,2,211.5379944,19.98310089,0,F,T,F,T,F,22.47540092,850672-8-1,6/1/2017 5:19,,6/2/2017 5:46,,U,FRANKIE ,"Apr. 21th, 2018",9,,505.1436465,8.507332458
7697279,fairway,35757452,T,F,F,T,0.141216993,318.3370056,154.6809998,2,5,241.2960052,1.874819994,0,F,,F,T,F,29.45910072,840055-5-2,5/29/2017 10:28,,5/30/2017 7:38,,U,ELLIOT ,"Apr. 24th, 2018",1,,867.8386152,1067.638894
6699922,rough,31363749,F,F,T,T,-0.566120982,182.9109955,90.15720367,2,2,204.423996,3.603009939,0,F,,F,T,F,21.88500023,719096-14-2,4/9/2017 8:41,,4/10/2017 6:18,,U,HAYDEN ,"Apr. 25th, 2018",2,,478.9532351,17.61703531
9619739,rough,44526953,F,T,F,,-0.368216991,387.053009,212.697998,1,2,240.2610016,21.80680084,0,F,T,F,F,T,29.4034996,1062047-11-1,8/14/2017 5:20,,8/20/2017 10:57,,U,ASHTON ,"Apr. 21th, 2018",3,,864.5657887,1001.073171
7923309,rough,36940548,F,F,T,T,-0.773827016,165.3000031,130.3240051,2,2,188.5460052,18.76989937,0,F,,F,T,F,14.14750004,871418-13-2,6/8/2017 5:25,,6/9/2017 5:27,,U,JOEL ,"Apr. 24th, 2018",8,,200.1517574,403.0159042
